"Title","Authors","Date","Codigo","JEL","Palabras.Claves","Keywords","Resumen","Abstract","Idioma"
"El desempeño macroeconómico colombiano: series estadísticas (1905-1997), segunda versión","Greco","1999-05-05","Borradores de Economía; No. 121","E00","Desempeño;Macroeconómico;Series estadísticas",NA,"En Junio de 1988 el Grupo de Estudios de Crecimiento Económico Colombiano (GRECO) del Banco de la República publicó una compilación de series estadísticas macroeconómicas útiles para el ánalisis del desempeño de la economía colombiana durate este siglo. La idea de sacar una segunda versión de dicha publicación surgió a raíz de los comentarios recibidos por parte de los lectores. El esfuerzo inicial conssitió en una recolección, revisión y comparación entre diferentes fuentes, y en algunos casos empalme, proponiendo para cada serie aquella que fuera consistente histórica y metodológicamente. Con la segunda versión, el objetivo primordial es ofrecer una mayor claridad, explicación de los criterios de selección, así como corrección y actualización de algunas series de acuerdo con la disponibilidad de datos. Los aportes del GRECO consisten principalmente en lo siguiente: hacer una estimación de inflación entre 1905 y 1922 a partir de distintos índices de precios existentes y con ellos se calculan dos indicadores de inflación que incluyen dos ciudades y una canasta más amplia; utilizando métodos econométricos, se estima de dos maneras la producción en el primer cuarto de siglo. La primera utiliza una función de demanda por dinero y la segunda hace uso de la relación entre el comercio internacional y el producto.",NA,"spa"
"Testing the short-and-long-run exchange rate effects on trade balance: the case of Colombia","Rincón-Castro, Hernán","1999-04-04","Borradores de Economía; No. 120","E1;F41;F31;C32;C52","Desempeño;Macroeconómico;Series estadísticas","Effects;Trade balance;Case;Colombia",NA,"This paper examines the role of exchange rates in determining the short-and-long-run trade balance behavior for Colombia. Conventional wisdom says that a nominal devaluation improves the trade balance. This conjecture is rooted in the Bickerdike- Robinson","spa"
"La producción agropecuaria colombiana 1915-1950","Kalmanovitz-Krauter, Salomón;López-Enciso, Enrique Antonio;Romero, Carmen Astrid","1999-03-03","Borradores de Economía; No. 116","N0;N56;Q10","Produccion;Agropecuaria",NA,"El alcance de este trabajo es la construcción de series de producción agrícola por cultivo para una muestra de doce productos representativos durante los años 1915 hasta 1950 (tanto para los principales exportables como para los no comercializables), el cálculo de un índice de precios al consumidor desde 1915 (a partir de los principales grupos de alimentos), la obtención de unos precios al productor para la canasta base y la estimación de un inventario ganadero. Con ello se encontró el Producto Interno Bruto Agropecuario para la primera mitad de este siglo.
Este trabajo presenta una descripción muy detallada de fuentes recolectadas y de la metodología de construcción de cada serie. Además se usaron datos muestrales (La Hacienda Martha Magdalena para el caso ganadero) y así se logró estimar la función de natalidad y la mortalidad promedio del ganado, elementos indispensables para encontrar el inventario ganadero. Finalmente, se comparó la estimación del PIB sectorial estimado y el PIB de la Cepal que hasta ahora era el cálculo más utilizado de la producción nacional desde 1925.
Esperamos que tanto los historiadores económicos como los economistas encuentren en este esfuerzo un elemento útil para ampliar el conocimiento del despegue de la economía nacional durante el presente siglo.",NA,"spa"
"Un examen empírico de la curva de Phillips en Colombia","López-Enciso, Enrique Antonio;Misas A., Martha","1999-03-03","Borradores de Economía; No. 117","E31;C22","Curva de Phillips;Colombia",NA,"La correcta comprensión de la relación entre la inflación y el desempleoes central para la conducción de la política monetaria. Ahora bien, en las discusiones sobre esa relación la curva de Phillips y la NAIRU (Non-Accelerating Inflation Rate of Unemployment) continúan ocupando un lugar central. Al parecer sigue siendo cierto, como afirma Solow (1976),que todo tiempo es bueno para reflexionar sobre la curva de Phillips, entendida esta como una ecuación simple que representa la relación entre la inflación y el producto. En ese sentido estamos convencidos de la utilidad analítica del concepto.
En nuestro caso la reflexión que se propone es esencialmente empírica: examinar los resultados de la estimación y la capacidad de previsión de diferentes versiones de una curva de Phillips lineal para Colombia. En último término, este tipo de ejercicio debe contribuir a dar respuesta a los interrogantes acerca de la magnitud de la pérdida de producto que se presenta durante la desinflación de la economía.
Antes de entrar en materia, es prudente recordar que somos conscientes de los inconvenientes que genera la utilización de una sola ecuación para explicar la inflación. El principal inconveniente se encuentra en que las expectativas de inflación se consideran exógenas en este tipo de ejercicios, cosa que no sucede en un modelo macroeconómico completo. Consideramos, sin embargo, que este tipo de instrumento es complementario a los modelos completos, en particular, por las dificultades inherentes a la construcción de estos últimos.
Con el fin de abordar la problemática, el documento se organiza en seis secciones incluida esta introducción. La segunda sección enmarca brevemente las discusiones teóricas y empíricas más importantes que hoy se presentan sobre el tema de la curva de Phillips. En la sección siguiente se estima una versión sencilla de la curva de Phillips con diferentes medidas de la brecha de producto. Ante la persistencia de las dificultades en la estimación, aún a pesar de las diferentes brechas de producto utilizadas, se proponen varias alternativas que se exploran en la sección cuarta. La sección quinta sugiere una metodología de elección para escoger los mejores modelos. La última sección concluye.",NA,"spa"
"Tecnología de transacciones endógena y los costos de la inflación","Suárez, Gustavo","1999-03-03","Borradores de Economía; No. 119","E31;O31;E44","Tecnología;Transacciones endógena;Costos;Inflación",NA,"Alterar la tecnología de transacciones es un proceso endógeno motivado por el deseo de los agentes privados de reducir los requerimientos de efectivo para llevar a cabo un monto dado de transacciones en la economía. Generar este cambio en la tecnología de transacciones es costoso y un 05r nivel de inflación, al aumentar la disposición a invertir recursos en dicho cambio, le genera a la sociedad una reducción en los recursos disponibles para el consumo y por lo tanto en su bienestar.  Este trabajo desarrolla la idea anterior presentando un modelo que incluye en la tecnología de transacciones el número de papeles alternativos al efectivo en la provisión de liquidez. El número de papeles se determina por una condición de libre entrada a la intermediación financiera y es creciente en la inflación. El costo de la inflación se deriva de la necesidad de invertir más recursos para desarrollar los nuevos papeles. Finalmente, de aumentar la inflación, la especificación adoptada permite decir que el beneficio de reducirla es menor que el costo de haberla incrementado inicialmente. Clasificación J.E.L.: E31, E44, 031 Palabras Clave: Costos de la Inflación, Tecnología de Transacciones.",NA,"spa"
"La cliometría en Colombia: una revolución interrumpida, 1971-1999","Meisel-Roca, Adolfo","1999-03-03","Borradores de Economía; No. 118","N01;N30","Cliometria;Colombia",NA,NA,"This paper measures some of the impacts that development in transportation infrastructure could have on the Colombian economy during the period 1905-1990. The first section of the paper analyzes the responsiveness of the economy to changes in transportati","spa"
"Los equilibrios macroeconómicos y el banco central: el caso colombiano","Kalmanovitz-Krauter, Salomón","1999-02-02","Borradores de Economía; No. 114","E01;E58;E52","Equilibrio;Macroeconómicos;Banco Central",NA,"El Banco Central tiene su mayor impacto en la macroeconomía al determinar la oferta de dinero primario. De su cruce con la demanda por base monetaria se deriva cierta tasa de interés a la vista que se transmite con rezagos a los mercados monetarios de mayor plazo y conduce a la economía por una senda de expansión o contracción, en tanto la oferta de crédito apuntala la demanda por bienes durables, vivienda y financia nuevas inversiones o su disminución las aletarga.2 Con todo, la tasa de interés tiene sus propios determinantes, entre otros, la oferta de ahorro financiero y el nivel de riesgo que experimentan los agentes frente a las instituciones financieras o frente a la moneda del país. Este precio del dinero es entonces susceptible a las expectativas que tengan los agentes sobre el futuro y sobre la economía. Por lo tanto, la autoridad monetaria puede estar lejos de controlar todas las variables que inciden en la determinación de las tasas de interés. La tasa de interés debe ser compatible con otros equilibrios macroeconómicos: si es muy baja, por ejemplo, puede conducir a un exceso de actividad y a profundizar el desequilibrio externo del país por la vía del aumento de importaciones y una salida de capital o si es muy alta puede atraer capital externo y propiciar una revaluación de la moneda. En países en desarrollo es frecuente encontrar que los políticos se impacientan con el ritmo de expansión que lleva la economía o por la renuencia del sector privado a pagar impuestos y tienden a presionar por una mayor oferta monetaria que financie mayores niveles de crédito y de gasto público. Cuando estas presiones son exitosas, la inflación se incrementa e introduce cambios frecuentes de precios relativos, genera neblina en el sistema de información y, por lo tanto, induce la toma de decisiones equivocadas por los agentes económicos, tiende a revaluar la tasa de cambio, descrema los ingresos fijos y produce algunos ganadores.",NA,"spa"
"La tasa de interés en una economía pequeña con movilidad imperfecta de capitales: el caso colombiano del siglo XX (1905-1997)","Posada, Carlos Esteban","1999-02-02","Borradores de Economía; No. 113","E44;F41;F21;E43","Tasa de interés;Movilidad imperfecta;Capitales",NA,"En este trabajo se explica la tasa de interés real colombiana con base en un modelo de pequeña economía abierta con movilidad imperfecta de capitales. El modelo teórico es la guía de los ejercicios econométricos de regresión uniecuacional y vectores auto-regresivos.",NA,"spa"
"¿Son estilizadas las regularidades del ciclo económico? Una breve revisión de la literatura","Arango-Thomas, Luis Eduardo;Castillo, Mauricio","1999-02-01","Borradores de Economía; No. 115","E20;E32","Ciclo económico",NA,NA,NA,"spa"
"La política fiscal colombiana en un contexto histórico","Kalmanovitz-Krauter, Salomón","1999-01-01","Borradores de Economía; No. 112","N16;H7;H6;H5;H2;E62","Política fiscal;Histórico",NA,"Colombia se comprometió en los noventa con una serie de reformas estructurales y de redistribución del poder político, en la dirección de reducir la discriminación contra las importaciones y de tasar las actividades más en sentido de su contribución o freno al crecimiento económico, al tiempo que ocurría una descentralización del gasto. Lo anterior debía acompañarse con un aumento de los impuestos internos al valor agregado, en forma abierta y no subrepticia, donde todos los bienes serían ajustados según criterios objetivos y no de origen nacional. El fin era permitir que se manifestaran mejor las ventajas comparativas que tenía el país frente al mundo y que canalizara hacia ellas el grueso de su ahorro. El Estado debía aumentar de tamaño y proveer eficientemente los bienes públicos, descentralizando sus funciones. Los resultados del decenio fueron, como se verá, distintos a los propuestos.
Lo que haré en esta ponencia es plantear unas características básicas del estado colombiano frente a un modelo abstracto de un Estado democrático que se financia con los impuestos de sus ciudadanos. Después expondré las reglas de juego del proteccionismo con relación al tema fiscal y que llevó a que se cambiaran esas reglas. Haré entonces un balance de la situación fiscal colombiana y finalmente concluiré.",NA,"spa"
"Modelo de ingreso permanente para la determinación de la cuenta corriente","Suárez-Parra, Felipe","1999-01-01","Borradores de Economía; No. 111","F32;E61","Ingreso;Cuenta corriente",NA,"En el presente artículo se presenta una breve descripción de la cuenta corriente en Colombia desde 1950 y posteriormente se analiza la relación entre el consumo privado y la cuenta corriente. Esta relación se analiza mediante un modelo intertemporal de la cuenta corriente derivado a partir de la teoría de ingreso permanente, que permite encontrar los niveles óptimos de la cuenta corriente bajo este enfoque. En este artículo se analiza la cuenta corriente como el ahorro externo de la economía. De acuerdo a la teoría del ingreso permanente el ahorro de la economía debe suavizar los choques transitorios o anticipados al ingreso. El objetivo del trabajo es comprobar si efectivamente la cuenta corriente, durante el periodo 1950-1996, se ha comportado como esta teoría lo predice y, si lo ha hecho, analizar los periodos en que la cuenta corriente observada se ha alejado significativamente de la que la teoría predeciría.
Los modelos intertemporales de la cuenta corriente encuentran un nivel óptimo de la cuenta corriente, de acuerdo a la teoría y bajo los supuestos de economía pequeña y pleno acceso a los capitales. Este nivel es comparado con la trayectoria observada y se puede concluir si el comportamiento de los agentes es óptimo o no, de acuerdo con esta teoría. Se han desarrollado modelos que encuentran la trayectoria óptima de la cuenta corriente teniendo en cuenta las expectativas de los agentes y el conjunto de información disponible, utilizando modelos VAR. Este tipo de análisis se ha realizado para algunos países desarrollados (Sheffrin y Woo, 1990a y 1990b), para Canadá y Estados Unidos (Otto, 1992), para Australia(Cashin y McDermott, 1996), para Francia (Agenor et. al., 1995), para países en vías de desarrollo donde se incluyen algunos resultados para Colombia (Ghosh y Ostry, 1995) y para Colombia (Herrera, 1997). El artículo se dividirá en cinco secciones más, en la primera se presenta una descripción de la cuenta corriente, en la segunda se presenta el modelo, en la tercera se estima, en la cuarta se comprueba su validez y en la quinta se presentan algunas conclusiones.",NA,"spa"
"La eficiencia en la asignación del gasto público local: servicios públicos en Manizales y Pereira","Panqueva, Blanca Mónica","1998-12-12","Borradores de Economía; No. 110","E62;I38;I18","Gasto;Público local;Servicios públicos",NA,"Este estudio de caso para Manizales y Pereira en los 90´s se aproxima a las condiciones socioeconómicas de la población, coberturas y subsidios de los servicios públicos domiciliarios, analizando su incidencia distributiva, estructura de costos y tarifas. Las conclusiones muestran diferencias significativas en la asignación de subsidios entre dos ciudades tan cercanas, junto con un empeoramiento en la distribución del ingreso en Pereira. Los cambios en las tarifas de los servicios públicos domiciliarios sobresalen como medio eficaz para focalizar los subsidios a los hogares con menores costos que los necesarios para una reestratificación de la población. La eficiencia de los acueductos ha desmejorado notablemente, lo que podría convertirse en un serio problema en el futuro próximo.",NA,"spa"
"Métodos de combinación de pronósticos: una aplicación a la inflación Colombiana","Castaño, Elkin;Melo-Velandia, Luis Fernando","1998-11-11","Borradores de Economía; No. 109","E31","Inflación",NA,"En este trabajo se presentan algunos métodos de combinación de pronósticos de diferentes modelos econométricos. Estas metodologías tienen como principal objetivo encontrar una combinación lineal de pronósticos de diferentes modelos que produzca una predicción mejorada en términos de precisión. Basados en estas técnicas se realizan dos ejercicios: en la primera aplicación se emplean estos métodos sobre quince modelos trimestrales de la inflación colombiana para pronósticos en el periodo comprendido entre 1992 : I y 1998 : II considerando horizontes desde uno hasta cuatro trimestres. Los resultados de e ste análisis muestran una mejoría significativa en las predicciones; en efecto, el pronóstico combinado comparado con los pronósticos del mejor de los modelos econométricos reporta ganancias en precisión (RMSE); en caso del horizonte de un trimestre es del 16.1%; para el horizonte de dos trimestres es del 42%; para el horizonte tres del 21.3% y del 12.8% para el horizonte de cuatro trimestres. La segunda aplicación de las metodologías de combinación de pronósticos se realiza utilizando un ejercicio de simulación, el cual se basa en modelos similares a los empleados en el primer ejercicio; los resultados obtenidos muestran que bajo técnicas adecuadas de combinación de pronósticos es posible obtener alrededor de un 50% y 35% de ganancia en precisión con respecto a los modelos individuales para horizontes de uno y cuatro trimestres, respectivamente.",NA,"spa"
"Dutch disease and banana exports in the colombian caribbean, 1910-1950","Meisel-Roca, Adolfo","1998-11-11","Borradores de Economía; No. 108","O13;Q33","Inflación","Banana;Exports;Colombia;Caribbean",NA,"3 “Sale el tren de Santa Marta Ciénaga se ve dormida de Rio Frío hasta Aracataca donde mi abuelo cultiva Fundación ya está de fiesta viene el tren pidiendo vía las canciones vallenatas se oyen en la lejanía. … … … … … … … … … … … … Pá mi abuelo fue el progreso y eso lo tenía contento viviendo las malas horas lo llamó los buenos tiempos”. Carlos Vives, Los buenos tiempos In 1994, the seven departments of the Colombian Caribbean had a population of about 7.2 million, representing 21% of the country´s total. The region is at present the poorest in Colombia, with a per-capita Gross Domestic Product (GDP) of only 63.5% of the national average. The relative backwardness of the Colombian Caribbean is a twentieth century phenomenon. At the beginning of this century that was not the case. However, since then its economy has performed poorly. Unfortunately, we only have GDP statistics at the departmental level for the period 1950 to 1995. Thus, for the first fifty years of the century we do not have an adequate understanding of the evolution of Colombian regional incomes.","spa"
"Dinero, inflación y actividad económica","Posada, Carlos Esteban","1998-10-10","Borradores de Economía; No. 106","E32;E31;E40","Dinero;Inflación",NA,"En estas páginas se presentan la teoría y algunos modelos convencionales sobre inflación y actividad económica, y el caso colombiano de los últimos cinco decenios. La teoría y la evidencia empírica colombiana (1941-1997) sugieren que debemos esperar tanto ""curvas de Phillips"" como ""curvas anti-Phillips"" en el corto plazo, y neutralidad monetaria en el largo plazo. Además, según implicación de uno de los modelos teóricos, el grado de inercia inflacionaria no es obstáculo para que se cumpla la neutralidad en el largo plazo. Finalmente, el modelo de tasa de cambio nominal exógena permite mostrar una de las condiciones bajo las cuales esta tasa puede ser ó dejar de ser creíble y, en este último caso, dar lugar a modificaciones de su nivel.",NA,"spa"
"Importaciones agropecuarias : a qué responden?","Ospina, Enrique","1998-10-10","Borradores de Economía; No. 107","O11;O13","Importaciones;Agropecuarias",NA,"Durante la década de los noventa las importaciones agropecuarias en Colombia se han incrementado considerablemente contribuyendo al déficit de la cuenta corriente, lo cual ha causado preocupación. Este incremento de las importaciones agropecuarias se ha atribuido a la apertura económica, al mismo tiempo que se le señala como la razón más importante detrás del comportamiento mediocre del sector agropecuario. No son pocos los que han sugerido echar atrás el proceso de liberación del comercio exterior, y aunque tal cambio de política es poco probable debido a los compromisos internacionales adquiridos, es evidente que dicho proceso se ha desacelerado en los últimos tres años. Este estudio examina algunos efectos del proceso de apertura internacional en el sector agropecuario, evaluando las relaciones entre las importaciones agropecuarias y variables macroeconómicas como la tasa real de cambio y el ingreso, al tiempo que verifica la hipótesis de un cambio estructural en la demanda de importaciones agropecuarias como resultado de la apertura del comercio internacional en 1991. Para lograr este objetivo se desarrolla un modelo econométrico y se evalúan las relaciones de largo plazo entre las variables por medio de cointegración. Los resultados indican que el incremento de las importaciones agropecuarias se explica principalmente por la revaluación de la tasa real de cambio y el aumento del ingreso per capita de los consumidores, en tanto que las políticas de apertura han contribuido al desplazamiento de la demanda por importaciones agropecuarias aunque en una magnitud menor a la que comúnmente se le ha atribuido.",NA,"spa"
"Evidencia sobre las desinflaciones: experiencia internacional","Cardona, Carlos Humberto;Pontón, Adriana;Sarmiento, Eduardo","1998-09-09","Borradores de Economía; No. 102","E31;E52","Desinflaciones;Internacional",NA,"En el presente artículo se analizan las políticas desinflacionarias utilizadas para lograr el paso de inflación moderada a inflación de un dígito en 9 países cuya estructura es semejante a la colombiana y cuyo éxito desinflacionario ha sido sostenible. Estos son : Chile, Bolivia, Grecia, España, Portugal, Irlanda, Israel, Nueva Zelandia e Islandia. Además, para cada uno se utilizan dos criterios de análisis: se identifica un episodio desinflacionario (según metodología de Ball) y se selecciona un año de quiebre en la inflación (según definición de los autores); así, se evalúa el comportamiento de políticas económicas durante el episodio desinflacionario, y antes y después del quiebre. Las políticas evaluadas son : control monetario, contracción de los salarios reales, disminución del déficit fiscal y revaluación del tipo de cambio. También se mide el costo de desinflar en términos del crecimiento del producto. Así mismo, se rozan aspectos de desarrollo institucional importantes en el logro de inflaciones bajas. Se compara el caso colombiano con respecto a estas políticas y se trata de responder porqué Colombia no ha logrado un dígito.",NA,"spa"
"Some evidence of smooth transition nonlinearity in Colombian inflation","Arango-Thomas, Luis Eduardo;González-Gómez, Andrés","1998-09-09","Borradores de Economía; No. 105","E52;C22;C51;E31","Desinflaciones;Internacional","Nonlinearity;Colombian;Inflation",NA,"Evidence of smooth transition autoregressive (STAR) representations is found in two, out of three, time series of different measures of annual inflation in Colombia during this decade for monthly data. The STAR-type nonlinearities are asymmetric for infla","spa"
"Barreras del desarrollo financiero: las instituciones monetarias colombianas en la década de 1950","Kalmanovitz-Krauter, Salomón;Avella, Mauricio","1998-09-09","Borradores de Economía; No. 104","E5;N2","Desarrollo;Financiero;Instituciones;Monetaria",NA,"En este trabajo se analiza la evolución de las instituciones financieras en Colombia durante el período 1923-1995, con especial énfasis en la reforma financiera de 1951. A lo largo del trabajo se destacan los cambios institucionales y sus efectos sobre el desarrollo de la intermediación financiera. Se destaca la importancia del banco central en términos de la profundización de los mercados de capital y de la estabilización macroeconómica. Pretender que el banco central contribuya al avance de la sociedad más de lo que lo permite el desarrollo de las fuerzas productivas y de las variables reales de la economía como el ahorro, la inversión, las ganancias y los salarios, pueden conducir a la atrofia de los mercados monetarios, a la inflación, y a desequilibrios macroeconómicos crónicos.",NA,"spa"
"Estimating credibility in Colombia's exchange rate target zone","Galindo, Arturo José","1998-09-01","Borradores de Economía; No. 103","E52;E31","Desarrollo;Financiero;Instituciones;Monetaria","Estimating;Credibility;Colombia",NA,"This paper analyzes credibility in the Colombian exchange rate target zone. A model of imperfect credibility, in the spirit of Bertola and Svensson (1993) is derived, and is used to explain why the exchange rate in Colombia has remained for prolonged periods neathe borders of the zone. The main feature of the model is that central parity depreciation expectations are endogenous with respect to the position of the exchange rate inside the target zone. The Krugman (1991) perfectly credible setup turns out to be a particular case of this general model. One of the main impliations of the model is that depreciation expectations increase rather than decrease as the exchange rate approaches the upper band. Hence a model as the one presented in this paper, is useful to explain the recent dynamics of interest rates in Colombia. It is also shown, that this model shares empirical feactures with the basic target zone model. Hence, policy makers might be misled when trying to recognize their credibility stance. A structural estimation of the underlying parameters of the model, using McFadden's (1989) method of simulated moments, is suggestedto identify the presence of non credibility issues. Econometric evidence suggest that Colombia's exchange rate","spa"
"Las transferencias intergubernamentales y el gasto local en Colombia","Lozano-Espitia, Luis Ignacio","1998-08-08","Borradores de Economía; No. 99","H72;E58;H11","Transferencias intergubernamentales;Gasto local;Colombia",NA,"El trabajo evalúa los determinantes del gasto público de los municipios colombianos mediante un modelo estático de escogencia pública local. Los resultados muestran que las transferencias que reciben los municipios de la nación alivian su carga fiscal y, al igual que la deuda, se constituyen en la principal fuente de expansión del gasto. Por su parte, las características socioeconómicas de las comunidades, entre las que se destacan el tamaño de la población con necesidades básicas insatisfechas y la cobertura de servicios públicos domiciliarios, juegan un papel crucial en la provisión básica de bienes públicos locales.",NA,"spa"
"La demanda por dinero en Colombia","Gómez-Pineda, Javier Guillermo","1998-08-01","Borradores de Economía; No. 101","E58;E41","Demanda;Dinero en Colombia",NA,"En este artículo estimamos la demanda de dinero en Colombia introduciendo una variable para la innovación financiera. Al introducir la innovación financira obtenemos un vector cointegrante que puede interpretarse como una demanda de dinero pues los coeficientes son teóricamente plausibles. Mostramos que si no se incluye la innovación financiera hay error de especificación en el modelo. Probamos que la demanda de dinero es homogénea y por lo tanto puede interpretarse en una variedad de formas, una de ellas, como la teoría cuantiativa del dinero. Las pruebas de exogenidad débil indican que la variable endógena es el dinero, por lo tanto en Colombia la ecuación cuantitativa puede interpretarse en el sentido de Friedman (1956), es decir, como una teoría de la demanda de dinero. Finalmente, estimamos la velocidad circulación del dinero M1 y M0 como función de la tasa de interés y la innovación financiera. A lo largo del artículo utilizamos una técnica de enorme utilidad en la práctica de la econometría, los promedios geométricos.",NA,"spa"
"Some univariate time series properties of output","Arango-Thomas, Luis Eduardo","1998-08-01","Borradores de Economía; No. 100","C22;E23","Demanda;Dinero en Colombia","Some univariate time series properties of output",NA,"This paper deals with the size of the random walk property of Colombia´s output in two periods 1925-1994 and 1950-1994. GDP and GDPPC were both found to be integrated of order one a result which is very well known. The sequences are highly persistent, spe","spa"
"La Banca Central en Colombia","Valencia, Gonzalo","1998-07-07","Borradores de Economía; No. 97","E58;E31","Banca Central;Colombia",NA,"El Banco de la República es consciente de la importancia de difundir una cultura informativa en torno a la banca central en Colombia, sobretodo cuando se es responsable ante la comunidad del mandato constitucional de velar por el poder adquisitivo del Peso. En este folleto se establece una sinopsis de la entidad como eje del nuevo sistema de banca central instaurado por la Constitución Política de 1991 y de su evolución institucional. Además, se presentan, en términos breves, cuáles fueron los antecedentes de la banca central en el país, remontándose a los comienzos de la Independencia.",NA,"spa"
"Modelos de duración: una aplicación en el caso de la inflación y la tasa de interés","Oliveros, Hugo","1998-07-01","Borradores de Economía; No. 98","E31;E43","Modelos de duración;Inflación;Tasa de interés",NA,"En este documento se derivan algunas regularidades empíricas del comportamiento de la inflación anual y de las tasas de interés de los CDT a 90 días para Colombia, a partir de modelos probabilísticos asociados con las duraciones de las fases de los ""ciclos"" de dichas variables. En el caso de la inflación se encuentra que sus fases son de dependencia positiva, (es decir, si se incrementa la permanencia (la duración) en una fase, también se incrementa la probabilidad de abandonarla) y que éstas están asociadas con la misma distribución probabilística, distribución Weibull. Adicionalmente, desde el segundo semestre de 1991, su fase de ascenso tiene asociada una función de riesgo que cambia significativamente. En este caso la probabilidad de que se presente un punto de quiebre en la fase de ascenso, una vez se halla entrado en dicha fase, se incrementa considerablemente respecto de la que se venía observando. Con relación a las tasas de interés de los CDT a 90 días, se observa que sus funciones de riesgo siguen distribuciones probabilísticas distintas, en consecuencia, las leyes que gobiernan las fases de ascenso (dependencia positiva) y descenso (dependencia neutra) de dicha variable son diferentes. Este hecho puede ser catalogado como una evidencia a favor de la caracterización del ciclo de la tasa de interés como asimétrico. Un ejercicio adicional que parte de una especificación autorregresiva y que considera como factible la existencia de asimetría, TGARCH, permite concluir, desde otra alternativa metodológica, que la evidencia de asimetría derivada a partir de los modelos de duración tiene soporte.",NA,"spa"
"Inflación básica: una estimación basada en modelos VAR estructurales","Melo-Velandia, Luis Fernando;Hamann-Salcedo, Franz Alonso","1998-06-06","Borradores de Economía; No. 93","C32;E31","Inflación básica;Modelos VAR estructurales",NA,"En este trabajo se presenta y se aplica para Colombia una técnica desarrollada por Quah y Vahey (1995) para medir la inflación básica a partir de la hipótesis de neutralidad del dinero en el largo plazo. Así, la inflación básica se define como aquella parte de la inflación observada que no tiene efectos sobre el producto real en el mediano y largo plazo. Esta definición es consistente con la idea de la existencia de una curva de Phillips vertical en el largo plazo. Dichas hipótesis se pueden incorporar como restricciones dinámicas impuestas sobre un sistema de vectores autorregresivos (VAR) y de esta forma obtener una medida de inflación básica que elimina la ambigüedad de escoger entre diferentes medidas alternativas.",NA,"spa"
"El desempeño macroeconómico colombiano: series estadísticas 1905-1997","Greco","1998-06-06","Borradores de Economía; No. 95","E00","Desempeño macroeconómico;Colombia;Series estadísticas",NA,"En Junio de 1998 el Grupo de Estudios de Crecimiento Económico Colombiano (GRECO) del Banco de la República publicó una compilación de series estadísticas macroeconómicas útiles para el análisis del desempeño de la economía colombiana durante este siglo. La idea de sacar una segunda versión de dicha publicación surgió a raíz de los comentarios recibidos por parte de los lectores. El esfuerzo inicial consistió en una recolección, revisión y comparación entre diferentes fuentes, y en algunos casos empalme, proponiendo para cada serie aquella que fuera consistente histórica y metodológicamente. Con la segunda versión, el objetivo primordial es ofrecer una mayor claridad, explicación de los criterios de selección, así como corrección y actualización de algunas series de acuerdo con la disponibilidad de datos. Los aportes del GRECO consisten principalmente en lo siguiente: hacer una estimación de la inflación entre 1905 y 1922 a partir de distintos índices de precios existentes y con ellos se calculan dos indicadores de inflación que incluyen dos ciudades y una canasta más amplia; utilizando métodos econométricos, se estima de dos maneras la producción en el primer cuarto de siglo. La primera utiliza una función de demanda por dinero y la segunda hace uso de la relación entre el comercio internacional y el producto.",NA,"spa"
"El Producto potencial en Colombia: una estimación bajo VAR estructural","Misas A., Martha;López-Enciso, Enrique Antonio","1998-06-06","Borradores de Economía; No. 94","E20;C32","Producto potencial;Colombia;Modelo VAR estructural",NA,"En este trabajo se aplica la técnica de vectores autoregresivos estructurales desarrollada por Blanchard y Quah, con el fin de construir el producto potencial para Colombia. Su utiliza un sistema de dos variables que permite obtener una identificación exacta a partir de una restricción teórica de largo plazo. Los resultados de la estimación muestran la importancia de los choques de oferta en las fluctuaciones del producto y de los choques de demanda en aquellas del desempleo. Adicionalmente, el producto potencial se utiliza en la construcción de la brecha de producto (""GAP""), que posibilita examinar en detalle el comportamiento reciente de la economía colombiana. Esta variable permite estimar un modelo de incremento de la inflación derivado de la Curva de Philips. En este último ejercicio se presentan evidencias de la existencia de efectos asimétricos del ""GAP"" sobre la inflación colombiana.",NA,"spa"
"Temporary and permanent components of Colombia's output","Arango-Thomas, Luis Eduardo","1998-06-01","Borradores de Economía; No. 96","E31;E60;C29;C22;E32","Producto potencial;Colombia;Modelo VAR estructural","Temporary;Permanent components;Colombia",NA,"Structural time series models, frequency domain analysis, the HP-filter, and the Blanchard-Quah decomposition, are used to observe, some peculiarities of the business cycle. Such properties are those related to the volatility of the temporary component an","spa"
"The banking spread and the resource cost of capital","Gómez-Pineda, Javier Guillermo","1998-05-01","Borradores de Economía; No. 92","E5;E43;G21;F30;O4;F34","Producto potencial;Colombia;Modelo VAR estructural","Banking;Cost;Capital",NA,"The paper provides a model of the banking firm in the macroeconomy intended to explain what determines the interest rate spread. A key factor explaining the spread in our model is the resource cost of capital. A statistical result confirms the prediction","spa"
