"word","score","polarity"
"desprotección",-0.5,"negative"
"desproveído",-0.5,"negative"
"destructibilidad",-0.5,"negative"
"dificultad",-0.5,"negative"
"disimulación",-0.5,"negative"
"disonancia",-0.5,"negative"
"disparejo",-0.5,"negative"
"disuria",-0.5,"negative"
"dolor_agudo",-0.5,"negative"
"dura_crítica",-0.5,"negative"
"elegiaco",-0.5,"negative"
"embastecido",-0.5,"negative"
"embravecido",-0.5,"negative"
"empalidecer",-0.5,"negative"
"empeorarse",-0.5,"negative"
"en_demasía",-0.5,"negative"
"en_la_inconsciencia",-0.5,"negative"
"en_modo_profano",-0.5,"negative"
"encame",-0.5,"negative"
"endecha",-0.5,"negative"
"enemigo_mortal",-0.5,"negative"
"enemistar",-0.5,"negative"
"enervado",-0.5,"negative"
"enfermedad_de_la_sangre",-0.5,"negative"
"enfrentamiento",-0.5,"negative"
"enfrentar",-0.5,"negative"
"ennegrecer",-0.5,"negative"
"ennegrecerse",-0.5,"negative"
"enrarecido",-0.5,"negative"
"entorpecer",-0.5,"negative"
"entrometida",-0.5,"negative"
"entumecido",-0.5,"negative"
"envilecido",-0.5,"negative"
"eritema",-0.5,"negative"
"escarcharse",-0.5,"negative"
"escarnecedor",-0.5,"negative"
"esclerosis_múltiple",-0.5,"negative"
"esguince",-0.5,"negative"
"esmerarse",-0.5,"negative"
"espasmo",-0.5,"negative"
"espasmo_muscular",-0.5,"negative"
"especiosidad",-0.5,"negative"
"espermicida",-0.5,"negative"
"espondilitis",-0.5,"negative"
"esporádico",-0.5,"negative"
"estado_incompleto",-0.5,"negative"
"estar_pendiente",-0.5,"negative"
"estereotipado",-0.5,"negative"
"estranguladores",-0.5,"negative"
"estremecido",-0.5,"negative"
"estresante",-0.5,"negative"
"estribación",-0.5,"negative"
"estúpidamente",-0.5,"negative"
"evasivo",-0.5,"negative"
"exasperado",-0.5,"negative"
"excesivamente",-0.5,"negative"
"excrecencia",-0.5,"negative"
"exponer_al_peligro",-0.5,"negative"
"extremado",-0.5,"negative"
"extremista",-0.5,"negative"
"faisandé",-0.5,"negative"
"fake",-0.5,"negative"
"falsear",-0.5,"negative"
"falta",-0.5,"negative"
"falta_de_respeto",-0.5,"negative"
"falta_de_sabor",-0.5,"negative"
"faltar_a_clases",-0.5,"negative"
"familia_Ixodidae",-0.5,"negative"
"fanafarronada",-0.5,"negative"
"fantaseador",-0.5,"negative"
"fatalidad",-0.5,"negative"
"fatídico",-0.5,"negative"
"ferocidad",-0.5,"negative"
"feúcho",-0.5,"negative"
"fiebre_blackwater",-0.5,"negative"
"fiebre_hemoglobinúrica",-0.5,"negative"
"fiereza",-0.5,"negative"
"fingimiento",-0.5,"negative"
"fisgoneo",-0.5,"negative"
"fosilizado",-0.5,"negative"
"fragilidad",-0.5,"negative"
"fragor",-0.5,"negative"
"fuerzas_del_orden",-0.5,"negative"
"fuerzas_del_orden_público",-0.5,"negative"
"gangrenoso",-0.5,"negative"
"gemfibrozil",-0.5,"negative"
"genus_bibos",-0.5,"negative"
"genus_sivapithecus",-0.5,"negative"
"giboso",-0.5,"negative"
"ginofobia",-0.5,"negative"
"glosalgia",-0.5,"negative"
"glosodinia",-0.5,"negative"
"gorigori",-0.5,"negative"
"grado_de_reacción",-0.5,"negative"
"graffiti",-0.5,"negative"
"granítico",-0.5,"negative"
"graso",-0.5,"negative"
"graznidos",-0.5,"negative"
"guanaco",-0.5,"negative"
"guasón",-0.5,"negative"
"guerrillero",-0.5,"negative"
"gustillo",-0.5,"negative"
"género_Branta",-0.5,"negative"
"hacer_novillos",-0.5,"negative"
"hacer_pedazos",-0.5,"negative"
"hacer_peligrar",-0.5,"negative"
"hacer_pucheros",-0.5,"negative"
"hampa",-0.5,"negative"
"hastiar",-0.5,"negative"
"hediondo",-0.5,"negative"
"hemopatía",-0.5,"negative"
"hemosiderosis",-0.5,"negative"
"hepatomegalia",-0.5,"negative"
"heterodoxo",-0.5,"negative"
"heterogeneidad",-0.5,"negative"
"hiperadrenocorticalismo",-0.5,"negative"
"hipoglucemia",-0.5,"negative"
"histeria_de_angustia",-0.5,"negative"
"histeria_de_conversión",-0.5,"negative"
"histérico",-0.5,"negative"
"huelga_de_celo",-0.5,"negative"
"husmeo",-0.5,"negative"
"hórrido",-0.5,"negative"
"iconoclasia",-0.5,"negative"
"iconoclasía",-0.5,"negative"
"ignorado",-0.5,"negative"
"impiedad",-0.5,"negative"
"impolítico",-0.5,"negative"
"imposible_de_oponérsele",-0.5,"negative"
"impropiamente",-0.5,"negative"
"impunidad",-0.5,"negative"
"inanición",-0.5,"negative"
"inaplicabilidad",-0.5,"negative"
"inatención",-0.5,"negative"
"inceremonioso",-0.5,"negative"
"inclumplir",-0.5,"negative"
"incompatiblemente",-0.5,"negative"
"inconcebible",-0.5,"negative"
"inconstitucional",-0.5,"negative"
"inconveniente",-0.5,"negative"
"incriminatorio",-0.5,"negative"
"inculpatorio",-0.5,"negative"
"indecoro",-0.5,"negative"
"indefensión",-0.5,"negative"
"indestructibilidad",-0.5,"negative"
"indignidad",-0.5,"negative"
"inelegancia",-0.5,"negative"
"inelegantemente",-0.5,"negative"
"inescrupuloso",-0.5,"negative"
"inexcusablemente",-0.5,"negative"
"inexperiencia",-0.5,"negative"
"inexplicable",-0.5,"negative"
"inexplicación",-0.5,"negative"
"infección_respiratoria_inferior",-0.5,"negative"
"inframaxilar",-0.5,"negative"
"ininteligente",-0.5,"negative"
"injustificadamente",-0.5,"negative"
"inmolar",-0.5,"negative"
"innavegable",-0.5,"negative"
"inoperable",-0.5,"negative"
"insalvable",-0.5,"negative"
"insalvables",-0.5,"negative"
"insatisfacible",-0.5,"negative"
"insensibilizado",-0.5,"negative"
"insincero",-0.5,"negative"
"insoportable",-0.5,"negative"
"insostenible",-0.5,"negative"
"instinto_de_muerte",-0.5,"negative"
"insulsez",-0.5,"negative"
"insulto",-0.5,"negative"
"insustancialidad",-0.5,"negative"
"intimidante",-0.5,"negative"
"investigación_judicial",-0.5,"negative"
"invidente",-0.5,"negative"
"irrespetuoso",-0.5,"negative"
"ixódidos",-0.5,"negative"
"jeremiada",-0.5,"negative"
"jorobado",-0.5,"negative"
"jorobado",-0.5,"negative"
"lado_bueno",-0.5,"negative"
"lado_positivo",-0.5,"negative"
"lamentablemente",-0.5,"negative"
"lamentación",-0.5,"negative"
"lamentado",-0.5,"negative"
"laringofaringe",-0.5,"negative"
"lenguaje_soez",-0.5,"negative"
"licopeno",-0.5,"negative"
"lisiado",-0.5,"negative"
"litera_de_abajo",-0.5,"negative"
"liza",-0.5,"negative"
"llevar_duelo",-0.5,"negative"
"llorado",-0.5,"negative"
"llorón",-0.5,"negative"
"loquera",-0.5,"negative"
"majara",-0.5,"negative"
"majareta",-0.5,"negative"
"mala_fe",-0.5,"negative"
"mala_jugada",-0.5,"negative"
"maletudo",-0.5,"negative"
"malintencionado",-0.5,"negative"
"malograrse",-0.5,"negative"
"mandibular",-0.5,"negative"
"mangar",-0.5,"negative"
"maniacodepresivo",-0.5,"negative"
"manida",-0.5,"negative"
"mantenerse_fresco",-0.5,"negative"
"manzana_podrida",-0.5,"negative"
"marcha_sindical",-0.5,"negative"
"martirio",-0.5,"negative"
"mastalgia",-0.5,"negative"
"matar_a_tiros",-0.5,"negative"
"maximalista",-0.5,"negative"
"megalomaníaco",-0.5,"negative"
"mequetrefe",-0.5,"negative"
"metralgia",-0.5,"negative"
"microsporidios",-0.5,"negative"
"misofobia",-0.5,"negative"
"mitigado",-0.5,"negative"
"mixosporidios",-0.5,"negative"
"mofador",-0.5,"negative"
"monstruosidad",-0.5,"negative"
"muela_del_juicio",-0.5,"negative"
"multable",-0.5,"negative"
"mundo_del_crimen",-0.5,"negative"
"muslo_de_pavo",-0.5,"negative"
"mutilado",-0.5,"negative"
"muyahid",-0.5,"negative"
"narcosis",-0.5,"negative"
"narcotismo",-0.5,"negative"
"necedad",-0.5,"negative"
"nefando",-0.5,"negative"
"negro-azulado",-0.5,"negative"
"nictalopía",-0.5,"negative"
"ninfómana",-0.5,"negative"
"no_comprometido",-0.5,"negative"
"no_demostrado",-0.5,"negative"
"no_excitable",-0.5,"negative"
"no_pagar",-0.5,"negative"
"no_reconocido",-0.5,"negative"
"no_resbaladizo",-0.5,"negative"
"no_resbaloso",-0.5,"negative"
"no_saludable",-0.5,"negative"
"no_susceptible",-0.5,"negative"
"no_tradicional",-0.5,"negative"
"novato",-0.5,"negative"
"nubarrón",-0.5,"negative"
"nubes_de_guerra",-0.5,"negative"
"obseso",-0.5,"negative"
"odiosidad",-0.5,"negative"
"ofenderse",-0.5,"negative"
"oftalmia",-0.5,"negative"
"oftalmía",-0.5,"negative"
"orden_de_ejecución",-0.5,"negative"
"ordinariez",-0.5,"negative"
"oscurecido",-0.5,"negative"
"osteoporosis",-0.5,"negative"
"pajarraca",-0.5,"negative"
"pajarraco",-0.5,"negative"
"palidecer",-0.5,"negative"
"paludismo_hemolítico",-0.5,"negative"
"pandear",-0.5,"negative"
"parafilia",-0.5,"negative"
"paralogismo",-0.5,"negative"
"parquedad",-0.5,"negative"
"parte_inferior",-0.5,"negative"
"patetismo",-0.5,"negative"
"patéticamente",-0.5,"negative"
"patético",-0.5,"negative"
"pejiguero",-0.5,"negative"
"pelafustán",-0.5,"negative"
"pena_capital",-0.5,"negative"
"pena_de_muerte",-0.5,"negative"
"penitenciario",-0.5,"negative"
"pequeño_burgués",-0.5,"negative"
"perecedero",-0.5,"negative"
"perplejo",-0.5,"negative"
"perro_mestizo",-0.5,"negative"
"perrucho",-0.5,"negative"
"picotada",-0.5,"negative"
"picotazo",-0.5,"negative"
"pifiado",-0.5,"negative"
"piloto_de_combate",-0.5,"negative"
"piquetazo",-0.5,"negative"
"piromanía",-0.5,"negative"
"pirosis",-0.5,"negative"
"plomizo",-0.5,"negative"
"poco_cariñoso",-0.5,"negative"
"poco_dispuesto",-0.5,"negative"
"poco_estimulante",-0.5,"negative"
"poco_excitable",-0.5,"negative"
"poco_excitante",-0.5,"negative"
"poco_femenino",-0.5,"negative"
"poco_naturalmente",-0.5,"negative"
"poco_ortodoxo",-0.5,"negative"
"poco_saludable",-0.5,"negative"
"poco_simpatizante",-0.5,"negative"
"poco_solidario",-0.5,"negative"
"poeta_elegíaco",-0.5,"negative"
"poltergeist",-0.5,"negative"
"ponerse_tenso",-0.5,"negative"
"por_accidente",-0.5,"negative"
"por_ahora",-0.5,"negative"
"por_azar",-0.5,"negative"
"posse_comitatus",-0.5,"negative"
"prevaricación",-0.5,"negative"
"prodrómico",-0.5,"negative"
"producción_insuficiente",-0.5,"negative"
"profanidad",-0.5,"negative"
"profesor_agregado",-0.5,"negative"
"pronóstico_médico",-0.5,"negative"
"proteinuria",-0.5,"negative"
"provisionalmente",-0.5,"negative"
"psicopatología",-0.5,"negative"
"punch",-0.5,"negative"
"punible",-0.5,"negative"
"punitivo",-0.5,"negative"
"punto_débil",-0.5,"negative"
"puñetazo",-0.5,"negative"
"puñete",-0.5,"negative"
"puñetero",-0.5,"negative"
"pájara",-0.5,"negative"
"pérdida_del_autocontrol",-0.5,"negative"
"pícara",-0.5,"negative"
"quebradero",-0.5,"negative"
"quebradero_de_cabeza",-0.5,"negative"
"queja_constante",-0.5,"negative"
"quejica",-0.5,"negative"
"quejicoso",-0.5,"negative"
"quejosamente",-0.5,"negative"
"quejumbre",-0.5,"negative"
"quemadura_de_segundo_grado",-0.5,"negative"
"queratalgia",-0.5,"negative"
"querencia",-0.5,"negative"
"quijotesco",-0.5,"negative"
"rarito",-0.5,"negative"
"rascada",-0.5,"negative"
"rascadura",-0.5,"negative"
"rasposo",-0.5,"negative"
"reclamar_legalmente",-0.5,"negative"
"recurrente",-0.5,"negative"
"redoble",-0.5,"negative"
"reducción_de_precios",-0.5,"negative"
"refocilo",-0.5,"negative"
"regodeo",-0.5,"negative"
"reino_monera",-0.5,"negative"
"rencoroso",-0.5,"negative"
"repelón",-0.5,"negative"
"replegarse",-0.5,"negative"
"reprensión",-0.5,"negative"
"requiescat",-0.5,"negative"
"resabio",-0.5,"negative"
"retraïdo",-0.5,"negative"
"rookie",-0.5,"negative"
"ropa_de_luto",-0.5,"negative"
"rucio",-0.5,"negative"
"rusticidad",-0.5,"negative"
"rutinario",-0.5,"negative"
"sabotaje",-0.5,"negative"
"salobre",-0.5,"negative"
"saturnino",-0.5,"negative"
"scratch",-0.5,"negative"
"sin_comprobar",-0.5,"negative"
"sin_demostrar",-0.5,"negative"
"sin_evidencia",-0.5,"negative"
"sin_pruebas",-0.5,"negative"
"sin_sentido",-0.5,"negative"
"sobreexcitación",-0.5,"negative"
"sobresalto",-0.5,"negative"
"sociopático",-0.5,"negative"
"sofisma",-0.5,"negative"
"sofocador",-0.5,"negative"
"sordera_de_transmisión",-0.5,"negative"
"sordo",-0.5,"negative"
"speakeasy",-0.5,"negative"
"stogie",-0.5,"negative"
"stogy",-0.5,"negative"
"subalimentado",-0.5,"negative"
"subproducción",-0.5,"negative"
"subyugado",-0.5,"negative"
"sueño_eterno",-0.5,"negative"
"suicidarse",-0.5,"negative"
"superstición",-0.5,"negative"
"síndrome_de_Cushing",-0.5,"negative"
"sínfisis",-0.5,"negative"
"taberna_clandestina",-0.5,"negative"
"tanatofobia",-0.5,"negative"
"teatro_de_revista",-0.5,"negative"
"teniente_de_policía",-0.5,"negative"
"terracota",-0.5,"negative"
"terrorismo",-0.5,"negative"
"thuggee",-0.5,"negative"
"tono_áspero",-0.5,"negative"
"tormenta",-0.5,"negative"
"torpedear",-0.5,"negative"
"toxicidad",-0.5,"negative"
"trabajo_sucio",-0.5,"negative"
"traducción_incorrecta",-0.5,"negative"
"trastornado",-0.5,"negative"
"trastorno_de_personalidad",-0.5,"negative"
"trastorno_metabólico",-0.5,"negative"
"trato_inhumano",-0.5,"negative"
"traumático",-0.5,"negative"
"treno",-0.5,"negative"
"tribunal_superior",-0.5,"negative"
"trifulca",-0.5,"negative"
"tristemente",-0.5,"negative"
"tullido",-0.5,"negative"
"tunco",-0.5,"negative"
"turbador",-0.5,"negative"
"tórtola",-0.5,"negative"
"urodinia",-0.5,"negative"
"vacunado",-0.5,"negative"
"vamos",-0.5,"negative"
"vena_sigmoide",-0.5,"negative"
"vencido",-0.5,"negative"
"vermut_dulce",-0.5,"negative"
"vermú_dulce",-0.5,"negative"
"vermú_negro",-0.5,"negative"
"viciado",-0.5,"negative"
"vieja_bruja",-0.5,"negative"
"vieja_fea",-0.5,"negative"
"viejuja",-0.5,"negative"
"viento",-0.5,"negative"
"vil",-0.5,"negative"
"vileza",-0.5,"negative"
"vituperioso",-0.5,"negative"
"vociferación",-0.5,"negative"
"voluntariedad",-0.5,"negative"
"voluntarismo",-0.5,"negative"
"volátil",-0.5,"negative"
"víctima_mortal",-0.5,"negative"
"zambombo",-0.5,"negative"
"zarrapastroso",-0.5,"negative"
"zona_peligrosa",-0.5,"negative"
"a_la_defensiva",-0.375,"negative"
"a_primera_vista",-0.375,"negative"
"abalanzar",-0.375,"negative"
"abasia",-0.375,"negative"
"abenuz",-0.375,"negative"
"abominable",-0.375,"negative"
"abominador",-0.375,"negative"
"aborrecedor",-0.375,"negative"
"aborto_inminente",-0.375,"negative"
"abrumar",-0.361,"negative"
"absentista",-0.312,"negative"
"abuchear",-0.458,"negative"
"abucheo",-0.417,"negative"
"abusador",-0.375,"negative"
"abusar",-0.333,"negative"
"abuso",-0.417,"negative"
"abusón",-0.375,"negative"
"acaudillar",-0.375,"negative"
"accidente_cerebrovascular",-0.375,"negative"
"aceite_de_absenta",-0.375,"negative"
"aceite_de_bacalao",-0.375,"negative"
"acero_damasquino",-0.375,"negative"
"acherontia",-0.375,"negative"
"achicarse",-0.375,"negative"
"achicharrarse",-0.312,"negative"
"acibarar",-0.375,"negative"
"acidia",-0.375,"negative"
"acinesia",-0.375,"negative"
"acinesis",-0.375,"negative"
"acondroplasia",-0.375,"negative"
"acre",-0.3,"negative"
"acromegalia",-0.375,"negative"
"acromático",-0.375,"negative"
"acuafobia",-0.375,"negative"
"adamantino",-0.375,"negative"
"adefesio",-0.312,"negative"
"adenomiosis",-0.375,"negative"
"adenopatía",-0.375,"negative"
"adivinanza",-0.375,"negative"
"adulterino",-0.375,"negative"
"adusto",-0.312,"negative"
"adversidad",-0.475,"negative"
"adverso",-0.375,"negative"
"advertencia",-0.344,"negative"
"afasia_visual",-0.375,"negative"
"afear",-0.333,"negative"
"afonía",-0.292,"negative"
"afrentar",-0.437,"negative"
"afrontar",-0.406,"negative"
"afótico",-0.375,"negative"
"agobiante",-0.312,"negative"
"agrandado",-0.312,"negative"
"agravamiento",-0.417,"negative"
"agravarse",-0.375,"negative"
"agrazón",-0.292,"negative"
"agreder",-0.375,"negative"
"agresivo",-0.375,"negative"
"agresión",-0.312,"negative"
"agrio",-0.425,"negative"
"ahogado",-0.375,"negative"
"alar",-0.375,"negative"
"alarmante",-0.333,"negative"
"alborotado",-0.375,"negative"
"alborotador",-0.417,"negative"
"alero",-0.375,"negative"
"alexia",-0.375,"negative"
"alfil",-0.375,"negative"
"alfilerazo",-0.437,"negative"
"algarabía",-0.437,"negative"
"algarada",-0.375,"negative"
"alguacil",-0.312,"negative"
"alguna_parte",-0.375,"negative"
"algún_lugar",-0.375,"negative"
"alifafe",-0.375,"negative"
"aliviado",-0.333,"negative"
"aljófar",-0.375,"negative"
"almorranas",-0.375,"negative"
"alocado",-0.333,"negative"
"alpende",-0.375,"negative"
"altanero",-0.375,"negative"
"alterar",-0.321,"negative"
"alucinación",-0.375,"negative"
"amanita_mappa",-0.375,"negative"
"amargado",-0.375,"negative"
"amargo",-0.375,"negative"
"amañar",-0.3,"negative"
"ambiguo",-0.312,"negative"
"ambliopía",-0.375,"negative"
"amenaza",-0.437,"negative"
"amenaza_de_aborto",-0.375,"negative"
"amenazadoramente",-0.312,"negative"
"amenazar",-0.275,"negative"
"amilanamiento",-0.375,"negative"
"amiloidosis",-0.375,"negative"
"amonestar",-0.3,"negative"
"amotinarse",-0.375,"negative"
"ampulosidad",-0.437,"negative"
"ampuloso",-0.375,"negative"
"analfabeto",-0.417,"negative"
"analgesia",-0.375,"negative"
"analgia",-0.375,"negative"
"andanada",-0.437,"negative"
"andesita",-0.375,"negative"
"anemia",-0.375,"negative"
"anemia_perniciosa",-0.375,"negative"
"anestésico",-0.375,"negative"
"anginas",-0.375,"negative"
"aniquilado",-0.375,"negative"
"aniquilador",-0.375,"negative"
"anonadar",-0.312,"negative"
"anosmia",-0.333,"negative"
"antagonista",-0.312,"negative"
"antecocina",-0.375,"negative"
"antiaéreo",-0.375,"negative"
"anticipador",-0.375,"negative"
"antihigiénico",-0.375,"negative"
"antiintelectual",-0.312,"negative"
"antiprotón",-0.375,"negative"
"antracita",-0.375,"negative"
"antracosis",-0.375,"negative"
"anurético",-0.375,"negative"
"anósmico",-0.312,"negative"
"apalear",-0.312,"negative"
"aparentar",-0.375,"negative"
"apatía",-0.469,"negative"
"apenas",-0.312,"negative"
"apestar",-0.375,"negative"
"aplastarse",-0.375,"negative"
"apocado",-0.292,"negative"
"apocalíptico",-0.437,"negative"
"apocarse",-0.375,"negative"
"apoplejía",-0.375,"negative"
"aprehensión",-0.312,"negative"
"aprehensión_inmediata",-0.375,"negative"
"aprisionamiento",-0.375,"negative"
"apráctico",-0.375,"negative"
"apráxico",-0.375,"negative"
"apurar",-0.375,"negative"
"apuñear",-0.375,"negative"
"apuñetear",-0.375,"negative"
"apático",-0.281,"negative"
"aquafobia",-0.375,"negative"
"arduidad",-0.375,"negative"
"argucia",-0.458,"negative"
"argumentos_especiosos",-0.375,"negative"
"arrebatador",-0.375,"negative"
"arreflexia",-0.375,"negative"
"arrobar",-0.375,"negative"
"arrogante",-0.375,"negative"
"arruinar",-0.319,"negative"
"arseniato_de_plomo",-0.375,"negative"
"arsina",-0.375,"negative"
"arteria_alveolar_inferior",-0.375,"negative"
"arteria_labial_inferior",-0.375,"negative"
"articulación_temporomandibular",-0.375,"negative"
"articulatio_temporomandibularis",-0.375,"negative"
"artificio",-0.375,"negative"
"artrálgico",-0.375,"negative"
"asarum",-0.375,"negative"
"asbestosis",-0.375,"negative"
"asertividad",-0.375,"negative"
"asesinato_ritual",-0.375,"negative"
"asesino_a_sueldo",-0.375,"negative"
"asistolia",-0.375,"negative"
"asonada",-0.375,"negative"
"aspergilosis",-0.312,"negative"
"asquerosidad",-0.312,"negative"
"astenia",-0.375,"negative"
"astilar",-0.375,"negative"
"astracanada",-0.375,"negative"
"atacar",-0.3,"negative"
"atacar_por_sorpresa",-0.375,"negative"
"ataque",-0.307,"negative"
"ataque_al_corazón",-0.375,"negative"
"ataque_aéreo",-0.375,"negative"
"ataxia",-0.375,"negative"
"atormentado",-0.437,"negative"
"atosigador",-0.312,"negative"
"atracción_alternativa",-0.375,"negative"
"atraco",-0.292,"negative"
"atrapamoscas",-0.375,"negative"
"atrapar",-0.341,"negative"
"atrevimiento",-0.297,"negative"
"atrocidad",-0.328,"negative"
"atufamiento",-0.437,"negative"
"atufo",-0.437,"negative"
"aturrullar",-0.375,"negative"
"aturullar",-0.375,"negative"
"atípico",-0.312,"negative"
"audaz",-0.333,"negative"
"audífono",-0.375,"negative"
"autería",-0.375,"negative"
"auto_de_fe",-0.375,"negative"
"autocastigo",-0.375,"negative"
"autoflagelación",-0.437,"negative"
"autopsia",-0.375,"negative"
"avaricia",-0.333,"negative"
"avasallar",-0.375,"negative"
"aventura_riesgosa",-0.375,"negative"
"aviso",-0.271,"negative"
"azabache",-0.375,"negative"
"azoramiento",-0.312,"negative"
"azotar",-0.271,"negative"
"babera",-0.375,"negative"
"babucha",-0.375,"negative"
"bacteriología",-0.375,"negative"
"bacteriólisis",-0.375,"negative"
"badulaque",-0.458,"negative"
"baja_calidad",-0.375,"negative"
"baja_deshonrosa",-0.375,"negative"
"bajas_presiones",-0.375,"negative"
"bajeza",-0.375,"negative"
"bajista",-0.375,"negative"
"bajura",-0.375,"negative"
"baldón",-0.375,"negative"
"balizar",-0.375,"negative"
"bandido",-0.292,"negative"
"banshee",-0.375,"negative"
"banteng",-0.375,"negative"
"barahunda",-0.375,"negative"
"barbarie",-0.344,"negative"
"barbarismo",-0.375,"negative"
"barbote",-0.375,"negative"
"barbulla",-0.375,"negative"
"barrera",-0.292,"negative"
"barrila",-0.292,"negative"
"bastardo",-0.437,"negative"
"bastardía",-0.312,"negative"
"batahola",-0.292,"negative"
"batalla_campal",-0.333,"negative"
"batalla_de_Brunanburh",-0.375,"negative"
"batalla_de_Jena",-0.375,"negative"
"befarse",-0.375,"negative"
"bemol",-0.375,"negative"
"bicho_raro",-0.375,"negative"
"bigardía",-0.375,"negative"
"blocao",-0.375,"negative"
"blooper",-0.375,"negative"
"bloqueo_mental",-0.375,"negative"
"bobales",-0.375,"negative"
"bobalicón",-0.425,"negative"
"bobo",-0.312,"negative"
"bocanada",-0.375,"negative"
"bolsa_de_aire",-0.375,"negative"
"bono_basura",-0.375,"negative"
"borrasca",-0.312,"negative"
"borrascoso",-0.375,"negative"
"borrico",-0.375,"negative"
"bos_javanicus",-0.375,"negative"
"botarate",-0.375,"negative"
"boxeador_de_segunda",-0.375,"negative"
"bramar",-0.375,"negative"
"braquidactil",-0.375,"negative"
"braquidactilia",-0.375,"negative"
"brazal",-0.292,"negative"
"brazalete_de_tobillo",-0.375,"negative"
"brega",-0.375,"negative"
"bribón",-0.469,"negative"
"bronca",-0.417,"negative"
"brote",-0.375,"negative"
"brusquedad",-0.375,"negative"
"brutalidad",-0.344,"negative"
"bruto",-0.437,"negative"
"buey_salvaje_indonesio",-0.375,"negative"
"bujarra",-0.375,"negative"
"bujarrón",-0.375,"negative"
"bullanguero",-0.312,"negative"
"bulo",-0.375,"negative"
"burguesía",-0.375,"negative"
"burro_de_carga",-0.375,"negative"
"buscar_defectos",-0.375,"negative"
"butterscotch",-0.375,"negative"
"cabeceo",-0.375,"negative"
"cabestrar",-0.375,"negative"
"cabeza_abajo",-0.375,"negative"
"cabeza_de_chorlito",-0.292,"negative"
"cabeza_hueca",-0.375,"negative"
"cabrón",-0.446,"negative"
"cacao",-0.325,"negative"
"cacería",-0.312,"negative"
"cachete",-0.312,"negative"
"cacodemónico",-0.375,"negative"
"cagada",-0.375,"negative"
"calamidad",-0.469,"negative"
"calavera",-0.333,"negative"
"calcitonina",-0.375,"negative"
"callosidad",-0.375,"negative"
"calvario",-0.375,"negative"
"calvatrueno",-0.375,"negative"
"calzoncillo",-0.375,"negative"
"camandulero",-0.375,"negative"
"camino_de_carro",-0.375,"negative"
"camorra",-0.281,"negative"
"camorrista",-0.312,"negative"
"canalla",-0.312,"negative"
"cansar",-0.281,"negative"
"cantada",-0.375,"negative"
"capataz",-0.375,"negative"
"capital_de_las_Vanuatu",-0.375,"negative"
"cara_dura",-0.375,"negative"
"carbonilla",-0.312,"negative"
"carburo_de_hierro",-0.375,"negative"
"carbón",-0.344,"negative"
"carbón_ardiente",-0.375,"negative"
"carbón_vegetal",-0.375,"negative"
"cardiomegalia",-0.375,"negative"
"cardiomiopatía",-0.375,"negative"
"carecer",-0.375,"negative"
"cariado",-0.375,"negative"
"cariat",-0.375,"negative"
"caries",-0.437,"negative"
"carina_fornicis",-0.375,"negative"
"carlanca",-0.437,"negative"
"carnicería",-0.312,"negative"
"carroña",-0.375,"negative"
"carvedilol",-0.375,"negative"
"cascarrabias",-0.375,"negative"
"cascote",-0.375,"negative"
"caseoso",-0.375,"negative"
"casiterita",-0.375,"negative"
"castigo",-0.375,"negative"
"castigo_corporal",-0.375,"negative"
"castrado",-0.375,"negative"
"cataclismo",-0.312,"negative"
"catalepsia",-0.375,"negative"
"catastróficamente",-0.375,"negative"
"catastrófico",-0.375,"negative"
"catástrofe",-0.437,"negative"
"cazador_de_ambulancias",-0.375,"negative"
"caótico",-0.333,"negative"
"cefalalgia",-0.375,"negative"
"cefalea",-0.375,"negative"
"celecoxib",-0.375,"negative"
"cementita",-0.375,"negative"
"ceniciento",-0.312,"negative"
"cenizo",-0.375,"negative"
"cenizoso",-0.375,"negative"
"censura",-0.337,"negative"
"ceporro",-0.333,"negative"
"cerdo",-0.304,"negative"
"cerrar_ruidosamente",-0.375,"negative"
"certero",-0.375,"negative"
"cerveza_negra",-0.375,"negative"
"cetonuria",-0.375,"negative"
"cetosis",-0.375,"negative"
"chabón",-0.375,"negative"
"chalado",-0.437,"negative"
"chaleco",-0.312,"negative"
"chancearse",-0.375,"negative"
"chancla",-0.375,"negative"
"chaparro",-0.312,"negative"
"chapucear",-0.375,"negative"
"chapucero",-0.312,"negative"
"chapucería",-0.333,"negative"
"chapurreado",-0.375,"negative"
"chaqueta",-0.375,"negative"
"charrada",-0.375,"negative"
"chen",-0.375,"negative"
"chiflado",-0.417,"negative"
"chinela",-0.375,"negative"
"chirona",-0.375,"negative"
"chocar",-0.275,"negative"
"chotearse",-0.375,"negative"
"chulería",-0.375,"negative"
"chungearse",-0.375,"negative"
"chupa-chups",-0.375,"negative"
"chupachups",-0.375,"negative"
"churrete",-0.375,"negative"
"ciclotimia",-0.375,"negative"
"ciclón",-0.312,"negative"
"cilicio",-0.375,"negative"
"cimbel",-0.437,"negative"
"cinéreo",-0.375,"negative"
"citólisis",-0.375,"negative"
"clamor",-0.312,"negative"
"clase_media",-0.375,"negative"
"clinopodium",-0.375,"negative"
"clámide",-0.375,"negative"
"coadyuvar",-0.437,"negative"
"cobarde",-0.333,"negative"
"cobardía",-0.375,"negative"
"codo_de_tenis",-0.375,"negative"
"coger_al_toro_por_los_cuernos",-0.375,"negative"
"coger_frío",-0.375,"negative"
"cojear",-0.375,"negative"
"colgamiento",-0.375,"negative"
"columbiforme",-0.375,"negative"
"comadreja",-0.312,"negative"
